,Unnamed: 0,id,track,artist,genre,year,bpm,energy,danceability,loudness,liveness,valence,track_length,acousticness,speechiness,popularity,image
0,0,794,Dance Monkey,Tones and I,australian pop,2019,98,59,82,-6,15,51,209,69,9,100,pins/794/0.jpg
1,0,794,Dance Monkey,Tones and I,australian pop,2019,98,59,82,-6,15,51,209,69,9,100,pins/794/1.jpg
2,0,794,Dance Monkey,Tones and I,australian pop,2019,98,59,82,-6,15,51,209,69,9,100,pins/794/2.jpg
3,0,794,Dance Monkey,Tones and I,australian pop,2019,98,59,82,-6,15,51,209,69,9,100,pins/794/3.jpg
4,0,794,Dance Monkey,Tones and I,australian pop,2019,98,59,82,-6,15,51,209,69,9,100,pins/794/4.jpg
5,0,794,Dance Monkey,Tones and I,australian pop,2019,98,59,82,-6,15,51,209,69,9,100,pins/794/5.jpg
6,0,794,Dance Monkey,Tones and I,australian pop,2019,98,59,82,-6,15,51,209,69,9,100,pins/794/6.jpg
7,0,794,Dance Monkey,Tones and I,australian pop,2019,98,59,82,-6,15,51,209,69,9,100,pins/794/7.jpg
8,0,794,Dance Monkey,Tones and I,australian pop,2019,98,59,82,-6,15,51,209,69,9,100,pins/794/8.jpg
9,0,794,Dance Monkey,Tones and I,australian pop,2019,98,59,82,-6,15,51,209,69,9,100,pins/794/9.jpg
10,0,794,Dance Monkey,Tones and I,australian pop,2019,98,59,82,-6,15,51,209,69,9,100,pins/794/10.jpg
11,1,788,Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,98,pins/788/0.jpg
12,1,788,Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,98,pins/788/1.jpg
13,1,788,Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,98,pins/788/2.jpg
14,1,788,Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,98,pins/788/3.jpg
15,1,788,Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,98,pins/788/4.jpg
16,1,788,Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,98,pins/788/5.jpg
17,1,788,Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,98,pins/788/6.jpg
18,1,788,Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,98,pins/788/7.jpg
19,1,788,Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,98,pins/788/8.jpg
20,1,788,Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,98,pins/788/9.jpg
21,1,788,Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,98,pins/788/10.jpg
22,2,787,bad guy,Billie Eilish,electropop,2019,135,43,70,-11,10,56,194,33,38,95,pins/787/0.jpg
23,2,787,bad guy,Billie Eilish,electropop,2019,135,43,70,-11,10,56,194,33,38,95,pins/787/1.jpg
24,2,787,bad guy,Billie Eilish,electropop,2019,135,43,70,-11,10,56,194,33,38,95,pins/787/2.jpg
25,2,787,bad guy,Billie Eilish,electropop,2019,135,43,70,-11,10,56,194,33,38,95,pins/787/3.jpg
26,2,787,bad guy,Billie Eilish,electropop,2019,135,43,70,-11,10,56,194,33,38,95,pins/787/4.jpg
27,2,787,bad guy,Billie Eilish,electropop,2019,135,43,70,-11,10,56,194,33,38,95,pins/787/5.jpg
28,2,787,bad guy,Billie Eilish,electropop,2019,135,43,70,-11,10,56,194,33,38,95,pins/787/6.jpg
29,2,787,bad guy,Billie Eilish,electropop,2019,135,43,70,-11,10,56,194,33,38,95,pins/787/7.jpg
30,2,787,bad guy,Billie Eilish,electropop,2019,135,43,70,-11,10,56,194,33,38,95,pins/787/8.jpg
31,2,787,bad guy,Billie Eilish,electropop,2019,135,43,70,-11,10,56,194,33,38,95,pins/787/9.jpg
32,2,787,bad guy,Billie Eilish,electropop,2019,135,43,70,-11,10,56,194,33,38,95,pins/787/10.jpg
33,3,689,Believer,Imagine Dragons,modern rock,2017,125,78,78,-4,8,67,204,6,13,88,pins/689/0.jpg
34,3,689,Believer,Imagine Dragons,modern rock,2017,125,78,78,-4,8,67,204,6,13,88,pins/689/1.jpg
35,3,689,Believer,Imagine Dragons,modern rock,2017,125,78,78,-4,8,67,204,6,13,88,pins/689/2.jpg
36,3,689,Believer,Imagine Dragons,modern rock,2017,125,78,78,-4,8,67,204,6,13,88,pins/689/3.jpg
37,3,689,Believer,Imagine Dragons,modern rock,2017,125,78,78,-4,8,67,204,6,13,88,pins/689/4.jpg
38,3,689,Believer,Imagine Dragons,modern rock,2017,125,78,78,-4,8,67,204,6,13,88,pins/689/5.jpg
39,3,689,Believer,Imagine Dragons,modern rock,2017,125,78,78,-4,8,67,204,6,13,88,pins/689/6.jpg
40,3,689,Believer,Imagine Dragons,modern rock,2017,125,78,78,-4,8,67,204,6,13,88,pins/689/7.jpg
41,3,689,Believer,Imagine Dragons,modern rock,2017,125,78,78,-4,8,67,204,6,13,88,pins/689/8.jpg
42,3,689,Believer,Imagine Dragons,modern rock,2017,125,78,78,-4,8,67,204,6,13,88,pins/689/9.jpg
43,3,689,Believer,Imagine Dragons,modern rock,2017,125,78,78,-4,8,67,204,6,13,88,pins/689/10.jpg
44,4,727,Shallow,Lady Gaga,dance pop,2018,96,39,57,-6,23,32,216,37,3,88,pins/727/0.jpg
45,4,727,Shallow,Lady Gaga,dance pop,2018,96,39,57,-6,23,32,216,37,3,88,pins/727/1.jpg
46,4,727,Shallow,Lady Gaga,dance pop,2018,96,39,57,-6,23,32,216,37,3,88,pins/727/2.jpg
47,4,727,Shallow,Lady Gaga,dance pop,2018,96,39,57,-6,23,32,216,37,3,88,pins/727/3.jpg
48,4,727,Shallow,Lady Gaga,dance pop,2018,96,39,57,-6,23,32,216,37,3,88,pins/727/4.jpg
49,4,727,Shallow,Lady Gaga,dance pop,2018,96,39,57,-6,23,32,216,37,3,88,pins/727/5.jpg
50,4,727,Shallow,Lady Gaga,dance pop,2018,96,39,57,-6,23,32,216,37,3,88,pins/727/6.jpg
51,4,727,Shallow,Lady Gaga,dance pop,2018,96,39,57,-6,23,32,216,37,3,88,pins/727/7.jpg
52,4,727,Shallow,Lady Gaga,dance pop,2018,96,39,57,-6,23,32,216,37,3,88,pins/727/8.jpg
53,4,727,Shallow,Lady Gaga,dance pop,2018,96,39,57,-6,23,32,216,37,3,88,pins/727/9.jpg
54,4,727,Shallow,Lady Gaga,dance pop,2018,96,39,57,-6,23,32,216,37,3,88,pins/727/10.jpg
55,5,684,Perfect,Ed Sheeran,pop,2017,95,45,60,-6,11,17,263,16,2,87,pins/684/0.jpg
56,5,684,Perfect,Ed Sheeran,pop,2017,95,45,60,-6,11,17,263,16,2,87,pins/684/1.jpg
57,5,684,Perfect,Ed Sheeran,pop,2017,95,45,60,-6,11,17,263,16,2,87,pins/684/2.jpg
58,5,684,Perfect,Ed Sheeran,pop,2017,95,45,60,-6,11,17,263,16,2,87,pins/684/3.jpg
59,5,684,Perfect,Ed Sheeran,pop,2017,95,45,60,-6,11,17,263,16,2,87,pins/684/4.jpg
60,5,684,Perfect,Ed Sheeran,pop,2017,95,45,60,-6,11,17,263,16,2,87,pins/684/5.jpg
61,5,684,Perfect,Ed Sheeran,pop,2017,95,45,60,-6,11,17,263,16,2,87,pins/684/6.jpg
62,5,684,Perfect,Ed Sheeran,pop,2017,95,45,60,-6,11,17,263,16,2,87,pins/684/7.jpg
63,5,684,Perfect,Ed Sheeran,pop,2017,95,45,60,-6,11,17,263,16,2,87,pins/684/8.jpg
64,5,684,Perfect,Ed Sheeran,pop,2017,95,45,60,-6,11,17,263,16,2,87,pins/684/9.jpg
65,5,684,Perfect,Ed Sheeran,pop,2017,95,45,60,-6,11,17,263,16,2,87,pins/684/10.jpg
66,6,688,Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87,pins/688/0.jpg
67,6,688,Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87,pins/688/1.jpg
68,6,688,Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87,pins/688/2.jpg
69,6,688,Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87,pins/688/3.jpg
70,6,688,Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87,pins/688/4.jpg
71,6,688,Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87,pins/688/5.jpg
72,6,688,Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87,pins/688/6.jpg
73,6,688,Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87,pins/688/7.jpg
74,6,688,Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87,pins/688/8.jpg
75,6,688,Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87,pins/688/9.jpg
76,6,688,Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87,pins/688/10.jpg
85,8,530,All of Me,John Legend,neo mellow,2013,120,26,42,-7,13,33,270,92,3,86,pins/530/0.jpg
86,8,530,All of Me,John Legend,neo mellow,2013,120,26,42,-7,13,33,270,92,3,86,pins/530/1.jpg
87,8,530,All of Me,John Legend,neo mellow,2013,120,26,42,-7,13,33,270,92,3,86,pins/530/2.jpg
88,8,530,All of Me,John Legend,neo mellow,2013,120,26,42,-7,13,33,270,92,3,86,pins/530/3.jpg
89,8,530,All of Me,John Legend,neo mellow,2013,120,26,42,-7,13,33,270,92,3,86,pins/530/4.jpg
90,8,530,All of Me,John Legend,neo mellow,2013,120,26,42,-7,13,33,270,92,3,86,pins/530/5.jpg
91,8,530,All of Me,John Legend,neo mellow,2013,120,26,42,-7,13,33,270,92,3,86,pins/530/6.jpg
92,8,530,All of Me,John Legend,neo mellow,2013,120,26,42,-7,13,33,270,92,3,86,pins/530/7.jpg
93,8,530,All of Me,John Legend,neo mellow,2013,120,26,42,-7,13,33,270,92,3,86,pins/530/8.jpg
94,8,530,All of Me,John Legend,neo mellow,2013,120,26,42,-7,13,33,270,92,3,86,pins/530/9.jpg
95,8,530,All of Me,John Legend,neo mellow,2013,120,26,42,-7,13,33,270,92,3,86,pins/530/10.jpg
96,9,707,Thunder,Imagine Dragons,modern rock,2017,168,82,61,-5,15,29,187,1,4,86,pins/707/0.jpg
97,9,707,Thunder,Imagine Dragons,modern rock,2017,168,82,61,-5,15,29,187,1,4,86,pins/707/1.jpg
98,9,707,Thunder,Imagine Dragons,modern rock,2017,168,82,61,-5,15,29,187,1,4,86,pins/707/2.jpg
99,9,707,Thunder,Imagine Dragons,modern rock,2017,168,82,61,-5,15,29,187,1,4,86,pins/707/3.jpg
100,9,707,Thunder,Imagine Dragons,modern rock,2017,168,82,61,-5,15,29,187,1,4,86,pins/707/4.jpg
101,9,707,Thunder,Imagine Dragons,modern rock,2017,168,82,61,-5,15,29,187,1,4,86,pins/707/5.jpg
102,9,707,Thunder,Imagine Dragons,modern rock,2017,168,82,61,-5,15,29,187,1,4,86,pins/707/6.jpg
103,9,707,Thunder,Imagine Dragons,modern rock,2017,168,82,61,-5,15,29,187,1,4,86,pins/707/7.jpg
104,9,707,Thunder,Imagine Dragons,modern rock,2017,168,82,61,-5,15,29,187,1,4,86,pins/707/8.jpg
105,9,707,Thunder,Imagine Dragons,modern rock,2017,168,82,61,-5,15,29,187,1,4,86,pins/707/9.jpg
106,9,707,Thunder,Imagine Dragons,modern rock,2017,168,82,61,-5,15,29,187,1,4,86,pins/707/10.jpg
107,10,775,One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124,86,79,-3,8,59,215,4,11,86,pins/775/0.jpg
108,10,775,One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124,86,79,-3,8,59,215,4,11,86,pins/775/1.jpg
109,10,775,One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124,86,79,-3,8,59,215,4,11,86,pins/775/2.jpg
110,10,775,One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124,86,79,-3,8,59,215,4,11,86,pins/775/3.jpg
111,10,775,One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124,86,79,-3,8,59,215,4,11,86,pins/775/4.jpg
112,10,775,One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124,86,79,-3,8,59,215,4,11,86,pins/775/5.jpg
113,10,775,One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124,86,79,-3,8,59,215,4,11,86,pins/775/6.jpg
114,10,775,One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124,86,79,-3,8,59,215,4,11,86,pins/775/7.jpg
115,10,775,One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124,86,79,-3,8,59,215,4,11,86,pins/775/8.jpg
116,10,775,One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124,86,79,-3,8,59,215,4,11,86,pins/775/9.jpg
117,11,523,Wake Me Up,Avicii,big room,2013,124,78,53,-6,16,64,247,0,5,85,pins/523/0.jpg
118,11,523,Wake Me Up,Avicii,big room,2013,124,78,53,-6,16,64,247,0,5,85,pins/523/1.jpg
119,11,523,Wake Me Up,Avicii,big room,2013,124,78,53,-6,16,64,247,0,5,85,pins/523/2.jpg
120,11,523,Wake Me Up,Avicii,big room,2013,124,78,53,-6,16,64,247,0,5,85,pins/523/3.jpg
121,11,523,Wake Me Up,Avicii,big room,2013,124,78,53,-6,16,64,247,0,5,85,pins/523/4.jpg
122,11,523,Wake Me Up,Avicii,big room,2013,124,78,53,-6,16,64,247,0,5,85,pins/523/5.jpg
123,11,523,Wake Me Up,Avicii,big room,2013,124,78,53,-6,16,64,247,0,5,85,pins/523/6.jpg
124,11,523,Wake Me Up,Avicii,big room,2013,124,78,53,-6,16,64,247,0,5,85,pins/523/7.jpg
125,11,523,Wake Me Up,Avicii,big room,2013,124,78,53,-6,16,64,247,0,5,85,pins/523/8.jpg
126,11,523,Wake Me Up,Avicii,big room,2013,124,78,53,-6,16,64,247,0,5,85,pins/523/9.jpg
127,11,523,Wake Me Up,Avicii,big room,2013,124,78,53,-6,16,64,247,0,5,85,pins/523/10.jpg
128,12,618,The Less I Know The Better,Tame Impala,australian psych,2015,117,74,64,-4,17,79,216,1,3,85,pins/618/0.jpg
129,12,618,The Less I Know The Better,Tame Impala,australian psych,2015,117,74,64,-4,17,79,216,1,3,85,pins/618/1.jpg
130,12,618,The Less I Know The Better,Tame Impala,australian psych,2015,117,74,64,-4,17,79,216,1,3,85,pins/618/2.jpg
131,12,618,The Less I Know The Better,Tame Impala,australian psych,2015,117,74,64,-4,17,79,216,1,3,85,pins/618/3.jpg
132,12,618,The Less I Know The Better,Tame Impala,australian psych,2015,117,74,64,-4,17,79,216,1,3,85,pins/618/4.jpg
133,12,618,The Less I Know The Better,Tame Impala,australian psych,2015,117,74,64,-4,17,79,216,1,3,85,pins/618/5.jpg
134,12,618,The Less I Know The Better,Tame Impala,australian psych,2015,117,74,64,-4,17,79,216,1,3,85,pins/618/6.jpg
135,12,618,The Less I Know The Better,Tame Impala,australian psych,2015,117,74,64,-4,17,79,216,1,3,85,pins/618/7.jpg
136,12,618,The Less I Know The Better,Tame Impala,australian psych,2015,117,74,64,-4,17,79,216,1,3,85,pins/618/8.jpg
137,12,618,The Less I Know The Better,Tame Impala,australian psych,2015,117,74,64,-4,17,79,216,1,3,85,pins/618/9.jpg
138,12,618,The Less I Know The Better,Tame Impala,australian psych,2015,117,74,64,-4,17,79,216,1,3,85,pins/618/10.jpg
139,13,752,Someone You Loved,Lewis Capaldi,pop,2018,110,41,50,-6,11,45,182,75,3,85,pins/752/0.jpg
140,13,752,Someone You Loved,Lewis Capaldi,pop,2018,110,41,50,-6,11,45,182,75,3,85,pins/752/1.jpg
141,13,752,Someone You Loved,Lewis Capaldi,pop,2018,110,41,50,-6,11,45,182,75,3,85,pins/752/2.jpg
142,13,752,Someone You Loved,Lewis Capaldi,pop,2018,110,41,50,-6,11,45,182,75,3,85,pins/752/3.jpg
143,13,752,Someone You Loved,Lewis Capaldi,pop,2018,110,41,50,-6,11,45,182,75,3,85,pins/752/4.jpg
144,13,752,Someone You Loved,Lewis Capaldi,pop,2018,110,41,50,-6,11,45,182,75,3,85,pins/752/5.jpg
145,13,752,Someone You Loved,Lewis Capaldi,pop,2018,110,41,50,-6,11,45,182,75,3,85,pins/752/6.jpg
146,13,752,Someone You Loved,Lewis Capaldi,pop,2018,110,41,50,-6,11,45,182,75,3,85,pins/752/7.jpg
147,13,752,Someone You Loved,Lewis Capaldi,pop,2018,110,41,50,-6,11,45,182,75,3,85,pins/752/8.jpg
148,13,752,Someone You Loved,Lewis Capaldi,pop,2018,110,41,50,-6,11,45,182,75,3,85,pins/752/9.jpg
149,13,752,Someone You Loved,Lewis Capaldi,pop,2018,110,41,50,-6,11,45,182,75,3,85,pins/752/10.jpg
153,15,785,Last Christmas,Wham!,dance rock,2019,108,58,74,-9,18,94,265,19,3,85,pins/785/0.jpg
154,15,785,Last Christmas,Wham!,dance rock,2019,108,58,74,-9,18,94,265,19,3,85,pins/785/1.jpg
155,15,785,Last Christmas,Wham!,dance rock,2019,108,58,74,-9,18,94,265,19,3,85,pins/785/2.jpg
156,15,785,Last Christmas,Wham!,dance rock,2019,108,58,74,-9,18,94,265,19,3,85,pins/785/3.jpg
157,15,785,Last Christmas,Wham!,dance rock,2019,108,58,74,-9,18,94,265,19,3,85,pins/785/4.jpg
158,15,785,Last Christmas,Wham!,dance rock,2019,108,58,74,-9,18,94,265,19,3,85,pins/785/5.jpg
